2111 50
1540_0_9_11	20	-0.166571 -0.106043 0.005193 -0.339550 -0.117799 0.142331 0.237379 -0.286424 0.045251 0.089314 -0.069953 0.005549 0.005141 -0.146651 0.096296 -0.039145 -0.006261 0.067713 -0.159451 0.019992 -0.103172 -0.032625 0.029384 -0.058968 0.157602 -0.290346 -0.113223 0.128553 -0.242410 0.120943 -0.158765 -0.173073 0.099151 -0.051814 -0.257962 -0.164668 -0.119339 0.027765 -0.153499 0.064644 -0.143527 -0.187475 -0.077096 -0.012445 0.173297 -0.152035 0.121435 -0.213435 0.016464 0.094612 
1540_0_26_28	21	-0.011651 0.027202 0.290907 -0.098627 -0.153400 0.009436 0.029987 -0.154016 0.110563 -0.031677 -0.060187 -0.011025 -0.022498 -0.006759 -0.070050 -0.033685 0.036975 0.176237 -0.230439 0.145422 -0.253115 -0.063796 0.108558 0.190223 0.183062 0.009969 -0.125055 0.120079 -0.430253 -0.013712 0.158175 -0.056167 0.258941 -0.126211 -0.033031 -0.224956 -0.034967 0.127036 -0.089792 -0.089643 0.106112 0.046783 -0.096045 -0.080959 -0.083074 0.199931 0.178422 -0.151590 0.137424 0.151502 
3417_0_33_34	22	-0.140430 -0.222234 0.209425 0.223549 -0.040662 -0.009107 0.020550 0.120501 0.219986 -0.153754 0.058756 0.005322 -0.029746 0.079745 0.110798 -0.042596 0.125583 0.018048 -0.032567 0.316019 -0.075108 -0.053019 -0.109980 0.040694 -0.140357 0.094853 -0.108190 0.049458 -0.209034 0.264076 0.072626 -0.185039 -0.163159 -0.030698 -0.263796 0.052046 0.182327 -0.066876 -0.056400 -0.172055 0.105485 0.047376 -0.185305 0.008989 -0.202876 0.019382 0.025000 -0.198216 0.092603 0.285221 
3417_0_74_75	23	-0.055196 -0.234956 1.508864 -0.648077 -0.601062 -0.151057 0.562008 -0.630122 1.340622 -0.876913 -0.244377 1.027059 -0.944741 -0.086219 -0.607194 0.976169 0.303902 0.608331 -0.563756 0.306741 0.064360 -0.763606 0.125599 1.847984 -1.446217 0.410105 -0.241329 0.046323 0.219579 1.144951 0.382844 -0.210365 -1.820262 -0.427209 0.653776 -1.031522 0.946852 0.443800 -0.045765 -1.150680 0.525333 -0.637054 -1.660536 0.229514 -0.381649 0.292225 1.183565 -0.105409 0.912387 0.245910 
3417_0_94_95	24	-0.137795 -0.078666 0.260461 -0.062923 -0.241488 -0.018744 -0.068226 0.006661 0.164469 0.061908 0.116744 -0.005909 -0.140022 0.136321 0.059018 0.030899 0.080451 0.272038 -0.039259 0.258559 -0.082356 -0.053035 -0.059570 -0.064476 -0.309627 0.108721 -0.016679 0.025778 -0.007355 0.222789 0.127296 -0.118520 -0.185316 -0.048117 -0.096731 -0.049641 0.171017 -0.001673 0.032045 -0.102796 0.177925 -0.011569 -0.192787 -0.029605 -0.029935 -0.006258 0.233938 -0.197153 0.186284 0.333484 
3417_0_96_97	25	-0.079073 -0.260981 0.229390 -0.204032 -0.109661 -0.018403 0.035978 -0.063721 -0.034634 -0.000374 0.066051 0.057086 0.101777 0.054370 0.016425 0.038864 0.097475 0.068639 0.001140 0.100051 -0.066852 -0.006070 -0.173610 0.061928 -0.280678 -0.035534 0.047298 0.118711 -0.003368 0.164796 0.086811 -0.229021 -0.135072 -0.024621 -0.283726 0.098148 0.122920 -0.027794 0.066330 0.041853 0.176874 0.082073 -0.159453 -0.142397 -0.163679 -0.054690 0.347382 -0.238335 0.149365 0.317659 
3417_0_99_100	26	-0.158437 -0.247370 0.120957 -0.139333 -0.170326 0.193350 0.130526 -0.051923 -0.003610 0.036254 0.031427 0.055780 0.134039 0.090661 -0.139051 -0.149355 0.029730 0.179904 -0.186856 0.305700 -0.024616 0.077281 -0.061845 -0.108883 -0.140879 0.071571 0.039063 0.251341 -0.043509 -0.091487 -0.014571 -0.247729 -0.163210 -0.133010 -0.348519 0.140212 -0.203054 -0.249403 -0.082012 -0.031490 0.055746 0.076242 -0.105722 0.115613 0.069644 0.028367 -0.020465 -0.132438 0.055177 0.137689 
1124_0_8_9	27	-0.226647 0.073443 0.283829 -0.140166 -0.029037 -0.008028 0.274948 0.036795 -0.128089 -0.055613 0.041452 0.159262 -0.076407 -0.124919 -0.042675 0.125424 0.188423 -0.067218 -0.211477 -0.109040 -0.104699 -0.010068 -0.256994 -0.091086 -0.062977 -0.246297 -0.279143 0.210029 -0.137040 0.082160 0.032564 0.008140 -0.190645 -0.408993 -0.094323 -0.078418 -0.091783 -0.074234 0.002370 -0.001928 0.085213 0.116103 -0.029876 0.099480 0.049843 0.096240 -0.015497 -0.068083 0.027903 0.052561 
1124_0_14_17	28	0.170416 -0.207258 0.259127 -0.158225 -0.106992 0.085322 0.125785 0.066842 -0.212979 -0.197483 0.017528 0.053868 0.004561 0.043864 -0.112907 0.053769 -0.081030 0.020600 -0.081254 -0.100047 -0.204239 -0.043929 -0.230163 -0.028843 -0.017250 -0.064758 -0.059836 0.132590 -0.187527 0.160439 0.158852 -0.124361 0.120428 -0.283121 -0.308179 0.016690 -0.058666 0.144469 -0.136984 -0.264683 0.160610 0.053515 0.005671 0.151622 -0.031747 0.098121 0.029776 -0.240110 0.052583 0.131741 
1124_0_21_22	29	0.097470 -0.032172 0.193385 -0.109238 0.140639 0.124232 0.154325 -0.144256 -0.206316 0.008275 0.210537 0.004829 0.039639 -0.033962 -0.127756 0.140404 0.175514 0.217806 -0.210862 -0.029438 -0.155138 -0.032954 0.175496 0.196747 -0.179468 -0.139489 -0.330695 0.039586 -0.180083 0.116432 0.066321 -0.130396 -0.113114 -0.316449 -0.159470 -0.043862 0.072413 -0.093013 -0.163956 0.029023 0.097245 0.154290 0.013880 0.093402 0.004701 0.109694 -0.062310 -0.091739 0.111136 0.160890 
2850_0_1_2	30	-0.208782 -0.223089 0.225234 -0.110153 -0.073800 -0.002276 0.055637 0.134692 -0.168781 0.038068 0.119037 -0.077259 -0.062213 -0.026208 -0.156492 -0.082081 -0.069826 0.116918 0.129854 0.206544 0.159841 -0.178862 -0.129845 -0.152585 0.064200 0.076058 0.028903 0.238402 -0.111240 0.058666 0.141697 -0.086948 -0.062662 -0.191192 -0.348341 -0.016945 -0.272619 -0.018766 -0.097137 -0.254677 -0.180706 -0.039817 -0.037369 0.076353 0.054602 0.179720 -0.075895 -0.205534 -0.002675 0.095929 
2850_0_12_13	31	-0.153614 -0.098572 0.241008 -0.108878 0.051456 -0.017105 0.023552 0.060971 -0.020303 -0.079673 0.011749 0.200170 -0.079362 -0.098769 -0.042777 0.008626 0.020111 0.184705 0.095002 -0.117457 -0.336510 -0.132824 -0.043318 -0.207581 0.034418 0.169397 0.078489 0.092221 -0.140065 -0.129943 0.141222 -0.140323 -0.267815 -0.122714 -0.110857 -0.036209 0.038082 -0.181848 0.028531 -0.077355 -0.117127 -0.069887 -0.218563 0.010097 -0.222172 0.165720 -0.058314 -0.405494 0.103918 0.089695 
2409_0_22_23	32	0.128662 0.942645 0.773066 -0.154904 0.196551 -0.941750 -0.416953 0.001312 1.258766 -0.735894 -0.027932 2.436206 -0.452702 -0.591809 -0.781692 -0.251039 -0.285257 0.371636 -0.567996 0.761634 0.126946 -0.835824 -0.725560 1.224500 -0.061966 -0.798187 -0.678036 -0.249206 -1.179372 1.811793 -0.887042 -1.135923 -1.039415 -1.731787 0.125244 0.400487 0.541598 0.653470 -0.447774 0.163638 0.293586 0.647242 -0.064374 -0.710323 -0.131582 0.966461 0.584574 -0.527493 -0.035353 -0.040198 
2409_0_42_43	33	-0.026191 0.112438 0.078803 -0.020121 0.042196 -0.134880 0.227214 -0.285239 0.269087 0.011191 0.196409 -0.139094 -0.055818 -0.048547 -0.076725 0.040583 0.064135 -0.013812 -0.048364 -0.089277 -0.013722 -0.169855 -0.049833 0.037187 -0.094957 -0.149197 -0.034239 0.158976 -0.102550 0.241727 0.012190 -0.007149 0.017810 -0.073995 -0.413541 -0.093436 0.168466 -0.136665 -0.042727 0.096871 0.244105 0.026087 -0.025884 0.023846 -0.063821 0.063950 -0.206043 -0.121353 0.356141 0.109760 
2409_0_44_45	34	-0.032029 -0.012073 0.121132 0.151926 -0.045092 -0.206500 0.227937 -0.094507 0.293109 -0.039568 0.281919 0.039621 -0.126928 -0.108613 0.014222 -0.110317 0.175167 -0.067462 -0.163151 0.071673 0.039120 -0.078802 -0.119248 0.178610 -0.013205 -0.034210 -0.046039 0.005832 -0.132363 0.299434 0.278308 -0.030574 -0.059913 0.049122 -0.180836 -0.023016 0.182401 0.033972 -0.217578 -0.137144 0.193772 0.025818 -0.084506 0.013183 -0.139497 0.042168 -0.169272 -0.231285 0.123476 0.193363 
2409_0_50_51	35	-0.168080 0.120877 0.093511 -0.272430 0.132544 0.038146 0.330646 -0.203727 0.272821 -0.005266 -0.009917 0.233279 0.075398 -0.050609 0.038521 -0.026647 -0.029137 -0.013701 -0.145305 0.135715 -0.065081 -0.104795 -0.106320 0.136229 -0.083642 -0.088552 -0.268295 0.078117 -0.101576 0.231826 -0.009954 0.108439 -0.051678 -0.186200 -0.235155 0.043269 0.093096 -0.183640 -0.169759 0.100603 0.169643 -0.004668 -0.066554 -0.029127 0.043274 0.100550 -0.176982 -0.065282 -0.195172 0.126507 
12_0_5_6	36	0.010965 -0.043967 0.082866 0.131315 -0.089103 -0.004636 0.137308 0.049216 -0.184218 0.034051 0.029514 0.063229 0.032113 -0.042071 0.132764 -0.048616 0.223268 0.169699 0.077228 0.093540 0.093422 0.030156 -0.094929 0.072232 -0.214837 -0.334718 -0.277432 0.311750 -0.131162 0.319229 0.138266 -0.066650 -0.121877 -0.060671 -0.297421 -0.017475 0.107402 -0.150180 0.050921 0.113008 -0.005102 -0.031056 -0.250011 0.016172 -0.064939 0.028253 0.104171 -0.196480 0.037956 0.128398 
12_0_11_12	37	0.072088 -0.028210 0.098440 0.104472 0.081216 -0.043558 0.180037 -0.000958 0.029925 0.058086 0.138480 -0.031716 0.082283 0.168656 -0.181620 -0.168817 -0.053748 0.156143 0.110888 0.189744 -0.020875 0.101669 -0.042833 -0.190107 -0.168682 -0.287066 -0.188496 0.261074 -0.188208 0.036723 -0.077153 0.020383 -0.118430 -0.034558 -0.205568 -0.058395 0.039782 -0.044616 -0.429861 0.018340 -0.252413 -0.013660 -0.114092 -0.064818 0.001171 -0.042773 -0.026486 -0.296308 -0.047997 0.129502 
1542_0_4_6	38	-0.265179 -0.241704 0.048840 -0.180578 -0.297648 0.107207 0.166517 -0.209856 -0.054692 -0.015249 0.022811 0.112691 0.010313 0.052400 -0.008744 0.145399 0.039596 0.029245 -0.014943 0.081698 -0.197669 -0.223881 -0.074171 -0.084232 0.066295 -0.240179 0.017037 0.195899 -0.387730 -0.038277 -0.013094 0.000465 -0.037994 -0.170357 -0.134960 -0.180570 -0.138159 0.169771 -0.124534 -0.023485 -0.085366 -0.033482 0.089041 -0.075747 0.159463 -0.068535 0.149786 -0.215200 0.005320 0.072292 
1542_0_14_16	39	-0.084585 0.023887 0.143542 -0.186695 -0.103838 -0.094810 -0.086161 -0.023123 -0.022304 0.021230 -0.079108 0.159596 0.193461 -0.040217 0.053911 0.089005 -0.009997 0.262524 -0.187196 0.120193 -0.220261 -0.037915 -0.055419 -0.041567 0.086120 0.131525 -0.243303 0.161816 -0.295101 0.105119 -0.053243 0.131612 0.115962 -0.145399 -0.267388 -0.130516 -0.036590 -0.026054 -0.297530 -0.084090 -0.095286 -0.044361 0.126852 -0.085534 -0.056473 -0.189030 -0.052708 -0.214806 0.136665 0.256904 
2415_0_37_38	40	0.024169 -0.196201 0.161416 0.181554 -0.068046 0.047088 0.221965 -0.157422 0.229409 -0.102780 0.057294 0.146277 -0.213371 0.032156 -0.075647 -0.032230 0.047522 0.084093 -0.149942 0.127901 -0.105154 0.010722 -0.033070 0.126498 0.037031 -0.044979 -0.108086 -0.027392 -0.145778 0.136016 0.208194 -0.054558 -0.135757 0.156105 -0.279897 0.031335 0.003193 -0.017019 -0.003993 -0.297147 0.117802 0.141488 -0.074083 -0.154561 -0.077967 0.204153 0.011191 -0.340812 0.123782 0.225468 
2415_0_43_44	41	-0.074474 -0.160363 0.126133 0.021848 -0.090302 0.180307 0.131675 -0.217428 0.222129 -0.168554 -0.007243 0.141061 0.010031 -0.063271 -0.291913 -0.164628 -0.093221 0.040498 -0.122289 0.301797 -0.245186 0.052826 -0.058317 -0.004218 -0.056110 -0.086221 -0.361070 0.164858 -0.134484 0.202594 0.044672 -0.073702 -0.165852 0.021828 -0.125817 0.067227 -0.089934 0.009265 -0.089482 -0.036802 0.146773 0.024936 0.012569 -0.302258 0.041445 0.098244 -0.069678 -0.144866 -0.003644 0.023921 
4491_0_5_8	42	0.173803 -0.152839 0.014061 -0.110780 -0.220257 0.052507 0.037137 -0.058034 -0.092649 0.000527 -0.015891 0.213285 0.213584 -0.099335 -0.037292 -0.053306 0.102950 0.178334 -0.060828 -0.068113 -0.094994 0.045525 -0.081097 -0.053948 -0.106208 -0.018619 -0.171516 0.188490 -0.227816 0.152420 0.333155 0.146205 -0.027386 -0.349410 -0.111522 -0.009167 -0.001389 0.159436 -0.218118 -0.267581 0.039753 -0.068164 -0.043777 0.120973 0.173831 0.148223 -0.180942 -0.138415 0.086216 -0.038415 
4491_0_13_14	43	-0.168891 -0.099091 0.055526 0.004392 -0.174141 -0.133525 -0.082957 -0.096961 0.064754 0.034238 0.136586 0.091146 0.124349 -0.115047 -0.166346 -0.209855 0.122067 0.123874 -0.156264 0.069914 -0.122593 0.042402 0.045405 -0.177467 -0.215963 0.064609 -0.121048 -0.085601 0.056481 0.092048 -0.148884 0.045541 -0.051102 -0.179849 -0.223290 -0.108117 -0.162963 -0.014111 -0.356910 -0.039441 -0.035531 0.167543 -0.120999 0.167404 -0.286632 0.165828 0.122871 -0.253632 0.171777 -0.056563 
3421_0_6_7	44	-0.100665 0.122878 0.018409 0.016013 -0.069667 -0.227950 0.227597 -0.095482 0.201824 0.006282 0.045711 -0.286358 -0.053332 -0.131913 -0.100734 -0.022633 0.044470 0.094065 0.140950 -0.137349 -0.085288 0.007306 -0.050552 0.098314 -0.097724 -0.091185 0.058755 0.188804 -0.090596 0.237535 0.035693 0.040038 -0.108522 -0.186889 -0.409805 -0.168200 -0.065619 0.014704 -0.094113 -0.004730 -0.075891 0.078273 -0.009093 -0.093328 0.041491 0.229307 -0.153801 -0.107267 0.339407 0.165481 
3421_0_13_14	45	-0.238776 0.085724 0.046534 -0.098606 0.082819 0.135285 0.038831 -0.012243 0.144137 -0.087991 -0.115440 0.105591 0.022663 -0.226821 -0.048272 -0.080685 -0.243387 -0.009215 -0.051945 0.170349 -0.270038 -0.111983 -0.003742 0.085400 0.024612 0.015950 -0.132825 0.293419 -0.020451 0.343009 -0.021935 -0.079725 -0.104302 0.036403 -0.170657 0.116057 0.163719 0.040168 0.000816 -0.286369 -0.031368 -0.047250 0.086192 -0.142937 0.046155 0.272282 -0.063169 -0.201171 0.012770 0.234146 
18_0_12_13	46	-0.064734 -0.184455 0.173201 -0.065860 0.034500 -0.097136 -0.117009 0.055301 0.115798 -0.019610 0.251949 -0.032307 -0.068133 -0.135763 -0.248956 0.040998 0.050737 0.135454 -0.101064 0.143035 -0.074562 -0.203291 -0.149242 -0.236290 0.013508 -0.130716 0.029038 0.345706 -0.100265 -0.239178 0.118671 -0.061906 -0.050308 -0.180811 -0.117472 -0.081682 0.047488 -0.107764 -0.073397 -0.107013 0.229040 0.218494 -0.240427 -0.085871 -0.162136 0.113370 0.169117 -0.026577 0.073627 0.131470 
18_0_23_24	47	-0.735231 -0.451180 0.766058 -0.017242 -0.723174 -0.719644 -0.180409 -0.382156 0.161725 0.374844 0.056041 0.294944 0.606086 -0.473863 -0.827923 1.422227 1.025819 0.337531 0.571167 0.977101 -0.138232 -0.716819 -0.087212 1.096058 -1.622527 -0.464015 -1.101177 0.236250 -1.080333 0.637759 0.402888 -0.364724 -0.876890 -0.044661 -0.546815 0.193235 0.429628 0.469076 0.557637 0.010398 0.427603 0.400785 -1.848538 -0.831108 -0.779690 -0.064487 0.791686 -0.236378 0.715913 -0.549165 
