3	1	0
2	1	1
2	0	2
1	0	3
3	0	4
2	3	5
4	5	6
7	6	7
6	5	8
6	4	9
4	7	10
7	5	11
8	11	12
12	10	13
11	12	14
11	9	15
8	9	16
12	9	17
8	10	18
11	10	19
8	12	20
9	10	21
14	13	22
16	15	23
18	17	24
20	21	25
21	19	26
20	19	27
24	23	28
24	22	29
23	22	30
26	25	31
28	27	32
31	29	33
32	29	34
30	29	35
31	32	36
32	30	37
31	30	38
35	34	39
37	36	40
40	39	41
39	38	42
40	38	43
42	41	44
44	43	45
46	48	46
46	47	47
45	48	48
45	47	49
47	48	50
45	46	51
51	50	52
52	50	53
52	51	54
52	49	55
51	49	56
49	50	57
54	53	58
56	55	59
56	57	60
57	55	61
59	58	62
60	61	63
67	66	64
67	62	65
62	66	66
65	66	67
67	67	68
62	65	69
67	65	70
71	68	71
71	71	72
70	68	73
71	70	74
74	73	75
72	74	76
73	72	77
76	75	78
81	79	79
80	77	80
80	81	81
80	79	82
79	78	83
81	77	84
80	78	85
78	77	86
79	77	87
81	78	88
82	83	89
84	85	90
84	86	91
86	85	92
89	88	93
88	87	94
87	89	95
92	91	96
92	90	97
91	90	98
96	94	99
96	93	100
95	93	101
96	95	102
95	94	103
93	94	104
98	97	105
100	99	106
105	101	107
103	102	108
105	103	109
105	102	110
101	103	111
105	104	112
103	104	113
101	104	114
104	102	115
101	102	116
109	107	117
108	107	118
109	108	119
107	106	120
108	106	121
109	106	122
111	112	123
113	112	124
112	110	125
110	111	126
110	113	127
113	111	128
114	115	129
114	116	130
115	116	131
117	118	132
123	122	133
122	121	134
124	123	135
123	123	136
124	122	137
123	121	138
121	124	139
128	127	140
129	128	141
125	128	142
127	125	143
129	127	144
125	129	145
130	131	146
132	133	147
134	135	148
136	134	149
136	135	150
137	138	151
140	141	152
139	141	153
139	140	154
142	143	155
146	144	156
145	144	157
145	146	158
148	147	159
150	151	160
150	149	161
149	151	162
154	153	163
152	154	164
152	153	165
158	157	166
158	155	167
156	157	168
157	155	169
156	155	170
158	156	171
159	160	172
162	161	173
162	163	174
161	163	175
164	165	176
167	169	177
169	166	178
166	168	179
167	168	180
166	167	181
169	168	182
170	171	183
173	172	184
174	175	185
177	174	186
177	175	187
177	176	188
174	176	189
176	175	190
180	179	191
181	178	192
179	178	193
180	178	194
181	179	195
181	180	196
184	183	197
182	183	198
184	182	199
185	186	200
188	187	201
191	189	202
190	189	203
190	191	204
192	196	205
196	195	206
193	196	207
195	194	208
193	195	209
193	194	210
192	194	211
194	196	212
195	192	213
193	192	214
198	197	215
202	199	216
200	201	217
200	199	218
201	199	219
201	202	220
200	202	221
203	204	222
206	207	223
205	207	224
206	205	225
210	209	226
208	210	227
208	209	228
212	213	229
214	212	230
214	213	231
211	213	232
214	211	233
212	211	234
215	216	235
217	218	236
222	220	237
219	223	238
222	223	239
219	220	240
221	217	241
222	217	242
219	221	243
223	220	244
218	220	245
222	221	246
221	218	247
221	220	248
223	217	249
218	223	250
219	218	251
219	217	252
222	219	253
222	218	254
217	220	255
221	223	256
225	226	257
225	224	258
224	226	259
229	230	260
229	233	261
233	230	262
233	232	263
231	233	264
230	231	265
232	230	266
232	227	267
227	228	268
228	230	269
231	229	270
227	231	271
227	230	272
231	228	273
232	229	274
229	228	275
232	228	276
232	231	277
233	227	278
233	228	279
227	229	280
235	234	281
236	234	282
237	236	283
234	237	284
235	236	285
235	237	286
240	238	287
239	238	288
240	239	289
242	241	290
245	243	291
246	243	292
245	246	293
250	248	294
250	249	295
248	247	296
250	247	297
247	249	298
248	249	299
252	251	300
253	252	301
253	251	302
254	255	303
256	258	304
259	260	305
260	258	306
256	260	307
257	258	308
257	256	309
257	260	310
259	258	311
259	256	312
257	259	313
264	265	314
262	264	315
261	264	316
262	261	317
262	263	318
264	263	319
261	265	320
263	265	321
262	265	322
261	263	323
266	268	324
268	269	325
267	269	326
267	268	327
266	269	328
267	266	329
271	272	330
272	270	331
271	270	332
274	273	333
275	276	334
277	279	335
279	278	336
278	277	337
282	283	338
282	280	339
281	280	340
281	283	341
283	280	342
281	282	343
285	286	344
287	285	345
286	288	346
288	287	347
284	287	348
284	288	349
286	284	350
285	284	351
288	285	352
286	287	353
289	290	354
292	291	355
293	294	356
300	301	357
296	295	358
301	295	359
295	300	360
299	296	361
299	295	362
301	298	363
301	296	364
295	298	365
299	301	366
300	298	367
296	298	368
299	297	369
296	297	370
297	298	371
297	300	372
295	297	373
296	300	374
299	298	375
301	297	376
299	300	377
303	302	378
305	304	379
306	304	380
305	306	381
307	310	382
309	308	383
309	310	384
310	308	385
309	307	386
308	307	387
313	311	388
316	313	389
316	314	390
314	311	391
312	311	392
316	315	393
312	314	394
314	313	395
315	314	396
316	311	397
312	313	398
312	315	399
315	311	400
316	312	401
313	315	402
317	318	403
321	318	404
321	317	405
322	323	406
325	324	407
326	324	408
326	325	409
329	327	410
328	327	411
328	330	412
328	329	413
330	329	414
330	327	415
332	331	416
333	331	417
332	333	418
335	334	419
336	337	420
338	336	421
337	338	422
341	339	423
343	339	424
341	343	425
340	342	426
343	342	427
340	339	428
342	341	429
343	341	430
340	341	431
340	343	432
342	339	433
345	346	434
345	344	435
346	344	436
352	349	437
348	350	438
351	352	439
350	352	440
348	351	441
351	349	442
348	347	443
350	347	444
349	348	445
352	347	446
347	349	447
351	350	448
348	352	449
351	347	450
350	349	451
353	354	452
355	356	453
361	358	454
357	360	455
357	362	456
361	357	457
360	358	458
357	359	459
359	360	460
361	360	461
361	359	462
359	362	463
359	358	464
362	360	465
361	362	466
362	358	467
357	358	468
364	365	469
364	363	470
366	363	471
365	363	472
365	366	473
364	366	474
368	367	475
371	370	476
370	369	477
369	371	478
374	372	479
373	372	480
373	374	481
375	376	482
377	378	483
380	379	484
388	383	485
385	383	486
384	387	487
386	385	488
388	385	489
385	381	490
382	387	491
382	386	492
385	386	493
387	381	494
382	383	495
388	382	496
