0	0	7
1	0	7
2	0	224
2	1	87
2	2	30
3	0	94
3	1	10
3	2	10
4	0	5
4	1	1
4	2	1
5	0	7
6	0	91
6	1	9
6	2	10
7	0	5
7	1	1
7	2	1
8	0	568
8	1	279
8	2	101
9	0	110
9	1	18
9	2	14
10	0	475
10	1	169
10	2	74
11	0	7
12	0	7
13	0	7
14	0	7
15	0	14
15	1	1
16	0	430
16	1	212
16	2	63
17	0	87
17	1	8
17	2	10
18	0	60
18	1	8
18	2	9
19	0	13
19	1	13
19	2	13
20	0	13
20	1	13
20	2	13
21	0	3
21	1	3
21	2	3
22	0	3
22	1	3
22	2	3
23	0	62
23	1	27
23	2	12
24	0	1
24	1	1
24	2	1
25	0	10
25	1	22
25	2	3
26	0	9
26	1	8
26	2	2
27	0	3
27	1	3
27	2	3
28	0	3
28	1	3
28	2	3
29	0	4
29	1	4
29	2	4
30	0	1
30	1	1
30	2	1
31	0	1
31	1	1
31	2	1
32	0	1
32	1	1
32	2	1
33	0	462
33	1	262
33	2	88
34	0	13
34	1	13
34	2	13
35	0	13
35	1	13
35	2	13
36	0	13
36	1	13
36	2	13
37	0	17
37	1	13
37	2	13
38	0	15
38	1	14
38	2	13
39	0	49
39	1	20
39	2	14
40	0	59
40	1	33
40	2	15
41	0	13
41	1	13
41	2	13
42	1	1
43	1	1
44	1	1
45	1	2
46	1	8
47	1	12
48	0	62
48	1	34
48	2	9
49	1	1
50	1	1
51	1	1
52	1	6
53	1	1
54	1	1
55	1	1
56	1	1
57	1	1
58	0	87
58	1	109
58	2	13
59	1	1
60	0	6
60	1	1
61	1	1
62	0	4
62	1	1
62	2	5
63	1	2
64	0	14
64	1	14
64	2	5
65	1	8
66	0	79
66	1	50
66	2	28
67	0	9
67	1	5
67	2	5
68	1	1
69	0	4
70	0	4
71	0	4
72	0	4
72	1	2
73	0	43
73	1	21
73	2	12
74	0	51
74	1	18
74	2	27
75	0	5
75	1	1
76	0	2
77	0	56
77	1	21
77	2	10
78	0	1
79	0	6
79	2	1
80	0	2
81	0	4
82	0	2
83	0	2
84	0	2
85	0	4
86	0	4
87	0	4
87	1	1
88	0	5
88	1	2
88	2	1
89	0	93
89	1	47
89	2	28
90	0	15
90	1	1
90	2	1
91	0	11
92	0	4
93	0	19
93	1	13
93	2	10
94	0	4
94	1	1
95	0	4
95	1	1
96	0	1
97	0	3
97	1	1
98	0	2
98	1	1
99	0	3
99	1	3
100	0	1
101	0	1
102	0	1
103	0	1
104	0	1
105	0	1
106	0	19
106	1	18
107	0	2
108	0	19
108	1	18
109	0	1
110	0	1
111	0	3
112	0	1
113	0	23
113	1	11
113	2	9
114	0	1
115	0	1
116	0	1
117	0	1
118	0	1
119	0	1
120	0	1
121	0	19
121	1	18
122	0	19
122	1	18
123	0	21
123	1	18
123	2	1
124	0	21
124	1	18
124	2	1
125	0	20
125	1	18
126	0	22
126	1	19
126	2	1
127	0	30
127	1	19
127	2	2
128	0	19
128	1	15
128	2	1
129	0	27
129	1	23
129	2	2
130	0	21
130	1	18
131	0	1
132	0	1
133	0	1
134	0	2
134	2	1
135	0	78
135	1	15
135	2	5
136	0	3
136	1	1
136	2	2
137	0	1
138	0	1
139	0	2
139	2	1
140	0	1
141	0	1
142	0	1
142	2	1
143	0	1
144	0	1
145	0	1
146	0	13
146	1	9
146	2	8
147	0	3
147	2	1
148	0	33
148	1	33
148	2	1
149	0	20
149	1	18
150	0	1
150	1	1
150	2	1
151	0	1
151	1	1
151	2	1
152	0	66
152	1	31
152	2	9
153	0	2
153	1	2
153	2	1
154	0	2
154	1	2
154	2	1
155	0	1
155	1	1
155	2	1
156	0	1
156	1	1
156	2	1
157	0	5
157	1	5
157	2	5
158	0	2
158	1	2
158	2	1
159	0	2
159	1	2
159	2	1
160	1	1
161	1	1
162	1	1
163	0	16
163	1	14
163	2	3
164	1	1
165	1	8
166	1	1
167	0	11
167	1	11
168	1	1
169	1	1
170	1	1
171	1	1
172	1	1
173	1	1
174	0	1
174	1	1
175	1	1
176	1	1
177	1	1
178	1	1
179	1	1
180	0	5
180	1	6
180	2	4
181	0	5
181	1	6
181	2	4
182	1	1
183	1	1
184	1	1
185	0	33
185	1	36
185	2	11
186	1	7
187	1	7
188	0	2
188	1	24
189	1	7
190	0	1
191	0	1
192	0	1
193	0	1
194	0	1
195	0	20
195	1	18
195	2	5
196	0	1
197	0	1
198	0	2
199	0	1
200	0	2
201	0	1
202	0	1
203	0	3
203	2	6
204	0	1
205	0	1
206	0	1
207	0	1
208	0	1
209	0	51
209	1	16
209	2	2
210	0	11
211	0	1
212	0	1
213	0	1
214	0	18
214	1	11
214	2	6
215	0	1
216	0	2
217	0	1
218	0	1
219	0	1
220	0	1
221	0	6
222	0	1
223	0	1
224	0	7
225	0	3
225	1	2
226	0	1
227	0	4
228	0	4
229	0	1
230	0	47
230	1	26
230	2	8
231	0	2
231	2	1
232	0	2
233	0	2
233	2	1
234	0	1
235	0	1
236	0	2
236	2	1
237	0	2
238	0	2
239	0	2
239	2	1
240	0	4
241	0	4
242	0	5
242	1	3
242	2	1
243	0	16
243	1	9
243	2	4
244	0	9
244	1	4
244	2	1
245	0	3
245	2	3
246	0	3
246	2	3
247	0	2
247	2	2
248	0	6
248	1	1
248	2	1
249	0	1
249	2	1
250	0	2
250	2	2
251	0	2
251	2	2
252	0	1
252	2	1
253	0	1
253	2	1
254	0	3
254	2	3
255	0	3
255	2	3
256	0	20
256	1	3
256	2	3
257	0	3
257	1	1
257	2	3
258	0	3
258	2	3
259	0	9
259	1	3
259	2	6
260	0	3
260	1	1
260	2	6
261	0	3
261	1	1
261	2	6
262	0	7
262	2	1
263	0	7
263	2	1
264	0	35
264	1	15
264	2	6
265	0	38
265	1	21
265	2	6
266	0	74
266	1	33
266	2	10
267	0	33
267	1	24
267	2	8
268	0	33
268	1	15
268	2	6
269	0	35
269	1	18
269	2	6
270	0	3
270	1	3
270	2	3
271	0	1
271	1	1
271	2	1
272	0	3
272	1	1
272	2	1
273	0	5
273	1	6
273	2	1
274	0	2
274	1	2
274	2	2
275	0	2
275	1	2
275	2	2
276	0	2
276	1	2
276	2	2
277	0	2
277	1	2
277	2	2
278	0	2
278	1	2
278	2	2
279	0	2
279	1	2
279	2	2
280	0	2
280	1	2
280	2	2
281	0	2
281	1	2
281	2	2
282	0	6
282	1	4
282	2	4
283	0	1
284	0	7
284	1	2
284	2	2
285	0	1
286	0	2
287	0	1
288	0	1
289	0	17
289	1	10
289	2	1
290	0	1
291	0	1
292	0	7
292	1	2
292	2	2
293	0	1
294	0	1
295	0	1
296	0	1
297	0	1
298	0	6
298	1	9
298	2	4
299	0	1
299	1	1
300	0	1
301	0	1
302	0	1
303	0	1
304	0	14
304	1	2
304	2	6
305	0	7
305	1	2
305	2	2
306	0	4
306	2	1
307	0	4
307	2	1
308	0	2
309	0	2
310	0	2
311	0	1
312	0	9
313	0	18
313	1	11
313	2	3
314	0	1
315	0	1
316	0	2
317	0	2
318	0	6
319	0	6
320	0	2
321	0	2
322	0	2
323	0	2
323	1	1
324	0	2
325	0	5
326	0	5
327	0	90
327	1	41
327	2	23
328	0	10
329	0	1
330	0	6
331	0	7
332	0	5
332	1	1
333	0	3
334	0	5
334	1	1
334	2	1
335	0	1
336	0	5
337	0	5
338	0	5
338	1	1
339	0	13
339	2	1
340	0	38
340	1	13
341	0	5
342	0	91
342	1	30
343	0	10
343	1	2
343	2	1
344	0	1
344	1	1
344	2	1
345	0	1
345	1	1
345	2	1
346	0	1
346	1	1
346	2	1
347	0	1
347	1	1
347	2	1
348	0	3
348	1	2
348	2	2
349	0	1
349	1	1
349	2	1
350	0	1
350	1	1
350	2	1
351	0	1
351	1	1
351	2	1
352	0	1
352	1	1
352	2	1
353	0	1
353	1	1
353	2	1
354	0	1
354	1	1
354	2	1
355	0	23
355	1	23
356	0	23
356	1	23
357	0	1
357	1	1
358	0	1
358	1	1
359	0	1
359	1	3
359	2	2
360	0	1
360	1	1
361	0	1
361	1	1
362	0	1
362	1	1
363	0	1
363	1	1
364	0	1
364	1	1
365	0	2
365	1	2
366	0	1
366	1	1
367	0	1
367	1	1
368	0	23
368	1	23
369	0	23
369	1	23
370	0	23
370	1	23
371	0	23
371	1	23
372	0	26
372	1	23
373	0	23
373	1	23
374	0	46
374	1	36
374	2	1
375	0	23
375	1	23
376	0	3
376	1	3
377	0	3
377	1	3
378	0	3
378	1	3
379	0	1
379	1	1
380	0	1
380	1	1
381	0	1
381	1	1
382	0	1
382	1	1
383	0	1
383	1	1
384	0	3
384	1	3
385	0	1
385	1	1
386	0	4
386	1	3
387	0	3
387	1	3
388	0	4
388	1	3
389	0	3
389	1	3
390	0	12
390	1	6
391	0	3
391	1	3
392	0	5
392	1	13
392	2	2
393	0	3
393	1	3
394	0	3
394	1	3
395	0	5
395	1	3
395	2	1
396	0	12
396	1	6
396	2	3
397	0	3
397	1	3
397	2	1
398	0	46
398	1	26
398	2	8
399	0	5
399	1	3
399	2	1
400	0	6
400	1	4
400	2	2
401	0	1
401	1	1
401	2	1
402	0	1
402	1	1
402	2	1
403	0	1
403	1	1
403	2	1
404	0	1
404	1	1
404	2	1
405	0	3
405	1	2
406	0	1
407	0	4
407	1	2
407	2	3
408	0	6
409	0	6
410	0	5
410	2	1
411	0	5
412	0	4
412	2	1
413	0	6
414	0	6
415	0	7
416	0	10
416	1	1
416	2	1
417	0	8
418	0	6
419	0	6
420	0	6
421	0	6
422	0	27
422	2	1
423	0	1
423	1	1
424	0	3
424	1	3
425	0	1
425	1	1
426	0	1
426	1	1
426	2	1
427	0	1
427	1	1
428	0	5
429	0	5
430	0	5
431	0	5
432	0	7
433	0	7
434	0	6
435	0	5
436	0	7
436	1	7
437	0	7
437	1	7
438	0	1
438	1	1
439	0	6
439	1	3
439	2	1
440	0	12
440	1	6
440	2	2
441	0	2
441	1	1
442	0	1
442	1	1
443	0	1
443	1	1
444	0	2
444	1	2
445	0	1
445	1	1
446	0	1
446	1	1
447	0	1
447	1	1
448	0	7
448	1	7
449	0	7
449	1	7
450	0	7
450	1	7
451	0	7
451	1	7
452	0	7
452	1	7
453	0	9
453	1	9
454	0	4
455	0	4
456	0	1
457	0	4
457	1	1
458	0	13
458	1	10
458	2	3
459	0	2
460	0	2
460	1	1
460	2	2
461	0	1
462	0	1
463	0	1
463	2	1
464	0	3
465	0	2
466	0	1
466	2	1
467	0	4
468	0	4
469	0	8
470	0	6
470	1	1
471	0	6
471	1	3
472	0	10
472	1	5
472	2	7
473	0	10
473	1	5
473	2	1
474	2	3
475	2	3
476	0	1
476	2	2
477	2	1
478	0	1
478	1	1
478	2	1
479	2	2
480	2	2
481	2	1
482	2	1
483	2	3
484	0	8
484	1	1
484	2	6
485	2	3
486	2	3
487	2	3
488	0	5
489	0	5
490	0	1
491	0	1
492	0	13
492	1	4
492	2	2
493	0	2
494	0	1
495	0	1
496	0	4
497	0	2
498	0	2
499	0	4
500	0	5
501	0	10
501	1	4
502	0	5
503	0	5
504	0	7
505	0	5
505	1	3
506	0	8
507	0	10
507	2	1
508	0	3
509	0	3
510	0	3
511	0	2
512	0	2
513	0	3
514	0	3
515	0	3
516	0	3
516	1	1
517	0	7
517	1	2
517	2	3
518	0	3
518	1	1
519	0	4
520	0	4
521	0	1
522	0	1
523	0	1
524	0	1
525	0	2
526	0	1
527	0	1
528	0	1
529	0	4
530	0	6
531	0	6
532	0	6
532	1	2
533	0	4
534	0	4
535	0	4
536	0	4
537	0	4
538	0	10
538	2	1
539	0	1
540	0	3
540	2	1
